BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster,Segment
3.611077846,0.636364,6.140660113,0,6.140660113,0,0.333333,0,0.333333,0,0,4,8.922791624,6.976663334,4.646765251,0,12,3,EMI Users
7.695728629,1,0,0,0,7.076659652,0,0,0,0.166667,2,0,8.517393171,8.563062849,6.641761206,0,12,1,Big Spenders
7.83458772,1,6.196444128,0,6.196444128,7.294370988,0.5,0,0.416667,0.5,20,6,8.699681401,7.030987472,6.681557348,0,12,1,Big Spenders
8.019932801,1,8.697728153,8.408665443,7.316229189,0,1,1,1,0,0,68,8.853808275,7.807726255,6.779195863,0,12,2,Inactive Customers
3.14205331,0.333333,4.911698546,4.189351666,4.26112938,0,0.333333,0.166667,0.166667,0,0,3,8.006700845,3.751404598,4.413959013,0,6,3,EMI Users
6.983289167,1,8.376477194,8.042693068,7.117773063,5.95798668,1,0.833333,0.833333,0.25,6,33,8.839421608,8.320294567,5.77629322,0.083333,12,2,Inactive Customers
4.088460166,0.909091,6.272216411,4.694279361,6.043416375,0,0.666667,0.083333,0.416667,0,0,12,7.601402335,6.293359573,4.757853341,0.571429,12,0,Cash Advance Lovers
7.449518024,1,6.048978453,6.048978453,0,8.133697358,0.333333,0.333333,0,0.833333,25,4,8.160803921,8.230335968,6.682211073,0.083333,12,1,Big Spenders
8.270945041,1,7.60207677,5.002871903,7.525375789,6.147629525,1,0.083333,1,0.166667,2,141,8.294299609,7.655476336,8.076333125,0,12,2,Inactive Customers
7.08173461,1,7.024026061,7.024026061,0,7.26330564,0.416667,0.416667,0,0.416667,9,9,8.294299609,8.081019217,5.76695583,0,12,1,Big Spenders
9.825339969,1,8.57343741,8.204753838,7.397549281,0,1,0.583333,1,0,0,76,9.998843186,8.354007768,8.349503642,0,12,2,Inactive Customers
6.204650009,1,6.37024339,5.486620995,5.839943739,0,1,0.25,0.916667,0,0,25,7.601402335,5.918366229,5.813124357,0,12,0,Cash Advance Lovers
6.25659709,1,7.683219502,7.683219502,0,0,0.666667,0.666667,0,0,0,20,7.313886832,7.572884699,5.198476451,0.083333,12,2,Inactive Customers
8.432297644,1,0,0,0,5.192367716,0,0,0,0.25,3,0,8.517393171,6.918312193,7.559866653,0,12,1,Big Spenders
7.991855105,1,0,0,0,8.190219195,0,0,0,0.7,12,0,9.305741457,8.389263928,6.465082901,0,10,1,Big Spenders
7.889048265,1,0,0,0,6.659802663,0,0,0,0.166667,2,0,8.006700845,6.495926333,6.646324775,0,12,1,Big Spenders
7.609145845,1,7.277579392,6.204315309,6.860244296,0,0.666667,0.25,0.666667,0,0,27,9.472781557,8.420399594,6.336185827,0,12,2,Inactive Customers
2.245782545,1,4.455741672,0,4.455741672,0,0.666667,0,0.583333,0,0,8,8.853808275,4.61767451,4.374284403,0.454545,12,0,Cash Advance Lovers
8.145745153,1,5.327876169,5.327876169,0,8.422675408,0.090909,0.090909,0,0.545455,7,1,9.25922577,6.501648722,6.707894398,0,11,1,Big Spenders
6.487247045,1,5.581049709,5.317139121,4.135966237,0,0.333333,0.083333,0.166667,0,0,6,7.313886832,5.199213134,5.691767894,0,12,3,EMI Users
8.027614303,0.727273,7.407002127,6.322080383,6.995537192,7.984717646,0.833333,0.333333,0.833333,0.166667,5,28,8.412054873,8.786346645,7.609486144,0,12,2,Inactive Customers
6.1733432,1,6.661061587,6.487288202,4.833420675,4.979340411,0.5,0.416667,0.083333,0.083333,1,12,7.313886832,7.519276672,5.389024199,0.111111,12,2,Inactive Customers
6.548421651,1,6.935642782,6.342121419,6.134005234,0,0.583333,0.083333,0.416667,0,0,13,7.601402335,7.508762405,5.171449131,0,12,0,Cash Advance Lovers
3.910694964,1,6.451796557,0,6.451796557,0,1,0,1,0,0,21,7.313886832,6.441124056,5.133440029,1,12,0,Cash Advance Lovers
4.007235508,1,5.552959585,5.552959585,0,0,0.083333,0.083333,0,0,0,3,8.77971129,6.049872372,4.166699053,0.083333,12,3,EMI Users
8.159132386,1,7.704753336,6.361406099,7.402945301,7.805223434,1,0.25,0.916667,0.25,10,59,8.77971129,7.662436191,7.422706849,0,12,2,Inactive Customers
5.200312785,1,6.699007608,0,6.699007608,0,0.916667,0,0.833333,0,0,20,7.824445931,6.552822402,5.305882891,0,12,0,Cash Advance Lovers
4.173314033,0.545455,6.442508319,6.380292014,3.66047998,0,0.416667,0.416667,0.083333,0,0,10,8.006700845,6.112871302,5.12354454,0.5,12,3,EMI Users
6.994572201,0.833333,5.858047434,0,5.858047434,7.298907552,0.666667,0,0.5,0.333333,4,7,7.313886832,5.446822097,6.747726834,0,6,0,Cash Advance Lovers
4.823475677,0.545455,0,0,0,7.088057785,0,0,0,0.166667,2,0,8.853808275,7.860509633,4.724652506,0.25,12,1,Big Spenders
4.281450613,1,7.062842663,0,7.062842663,0,1,0,1,0,0,12,8.006700845,7.037788121,5.097488267,0.75,12,0,Cash Advance Lovers
6.952445629,1,7.04193646,5.84932478,6.681607219,0,1,0.333333,1,0,0,61,8.517393171,7.540553137,5.522661872,0.083333,12,2,Inactive Customers
6.697741139,1,6.540539258,6.540539258,0,6.901054752,0.333333,0.333333,0,0.25,4,4,7.313886832,7.242029149,5.578640777,0,12,1,Big Spenders
7.68083888,1,0,0,0,6.924943054,0,0,0,0.25,6,0,7.824445931,6.0791135,6.615938458,0,12,1,Big Spenders
4.825366687,1,6.228511004,4.990432587,5.888877958,0,1,0.166667,1,0,0,14,8.699681401,6.497186507,5.225400501,0.083333,12,0,Cash Advance Lovers
6.305177168,0.272727,0,0,0,7.823865042,0,0,0,0.25,7,0,8.006700845,5.830744211,6.24141911,0,12,1,Big Spenders
6.940252865,1,0,0,0,7.042725435,0,0,0,0.166667,4,0,7.090909822,5.481428141,6.420372997,0,12,1,Big Spenders
5.761462338,1,7.78109258,6.687233288,7.373870107,7.671695901,1,0.833333,1,0.25,3,80,9.210440367,8.398554084,5.176825487,0.833333,12,2,Inactive Customers
6.574575674,0.727273,0,0,0,7.208214708,0,0,0,0.25,6,0,7.313886832,7.584862749,5.459877701,0.125,12,1,Big Spenders
6.71782687,1,5.260978881,5.084505143,3.471034341,0,0.333333,0.25,0.083333,0,0,5,7.090909822,6.096383273,5.472172497,0,12,3,EMI Users
4.909806753,0.727273,0,0,0,6.105362711,0,0,0,0.090909,1,0,7.824445931,6.030435751,5.303685756,0,11,1,Big Spenders
8.229680379,1,0,0,0,4.640741788,0,0,0,0.090909,1,0,8.987321813,7.22877012,6.839600134,0,11,1,Big Spenders
4.261912315,0.909091,3.747148362,0,3.747148362,0,0.333333,0,0.333333,0,0,4,7.090909822,5.00250926,5.0968776,0,12,3,EMI Users
7.70754171,1,4.416911037,4.416911037,0,7.360082494,0.083333,0.083333,0,0.666667,12,5,7.824445931,6.190318773,6.877081068,0,12,1,Big Spenders
6.336094901,1,7.117683896,6.218101988,6.596927397,6.113479538,1,0.5,0.833333,0.083333,1,31,8.294299609,6.755467273,5.389361154,0,12,2,Inactive Customers
3.358374602,0.272727,5.717816864,0,5.717816864,0,0.25,0,0.166667,0,0,3,8.006700845,6.654262652,5.185536292,0,12,3,EMI Users
6.927440696,1,0,0,0,7.857291541,0,0,0,0.5,8,0,9.472781557,7.440869945,5.497941041,0,12,1,Big Spenders
7.108603728,1,6.953454958,6.867162425,4.472095832,7.299487559,0.888889,0.666667,0.555556,0.555556,9,21,7.824445931,5.599627843,5.786401077,0,9,2,Inactive Customers
4.052501352,0.272727,5.789348363,5.789348363,0,0,0.083333,0.083333,0,0,0,3,8.07121854,7.171612873,4.925835412,0,12,3,EMI Users
7.381176011,0.8,7.871196737,7.871196737,0,8.020404008,0.6,0.6,0,0.3,3,10,8.699681401,7.62371643,5.80341353,0.142857,10,2,Inactive Customers
3.691042688,0.545455,5.928604616,4.528613063,5.648974238,0,0.5,0.083333,0.5,0,0,11,7.378383713,6.64402736,5.131434984,1,12,0,Cash Advance Lovers
5.937539184,1,7.54170432,7.54170432,0,4.65925274,0.416667,0.416667,0,0.083333,1,10,8.517393171,7.719094194,5.108730912,0.222222,12,3,EMI Users
8.099174682,1,6.88317566,6.88317566,0,0,1,1,0,0,0,25,9.210440367,6.971388909,6.827609027,0,12,2,Inactive Customers
4.215432974,1,6.313457462,0,6.313457462,0,0.833333,0,0.75,0,0,16,8.294299609,6.258497173,5.025433715,0.4,12,0,Cash Advance Lovers
7.595001298,1,6.302179319,0,6.302179319,0,1,0,1,0,0,14,7.601402335,7.025789643,7.515139461,0,12,0,Cash Advance Lovers
6.7693009,1,5.918194685,4.938351299,5.451896454,6.567292108,0.916667,0.166667,0.666667,0.416667,15,11,6.908754779,6.294986641,5.375541711,0,12,0,Cash Advance Lovers
4.007138603,0.857143,6.153030523,0,6.153030523,0,0.857143,0,0.714286,0,0,6,7.313886832,6.104206898,4.605751267,0.8,7,0,Cash Advance Lovers
5.029047426,0.363636,7.119085325,7.119085325,0,0,0.083333,0.083333,0,0,0,3,9.210440367,7.951093214,4.714727295,0,12,3,EMI Users
1.925125786,0.909091,6.71949613,0,6.71949613,0,1,0,1,0,0,12,8.794976432,6.62925308,3.57032185,0.083333,12,0,Cash Advance Lovers
1.821431534,0.363636,0,0,0,7.158158586,0,0,0,0.083333,1,0,8.006700845,7.157100166,4.070230662,0,12,3,EMI Users
5.253968504,1,5.778673473,5.480513916,4.435093356,0,0.25,0.083333,0.166667,0,0,3,8.77971129,6.264217281,5.173792527,0,12,3,EMI Users
7.406577229,1,5.017279837,5.017279837,0,0,0.083333,0.083333,0,0,0,1,7.496097345,6.312683022,6.537584942,0,12,3,EMI Users
8.992772884,1,4.610157727,4.610157727,0,8.076072759,0.166667,0.166667,0,0.333333,8,3,9.43356392,7.531855753,7.831700201,0,12,1,Big Spenders
7.676138266,1,4.204692619,4.204692619,0,8.608831915,0.083333,0.083333,0,0.75,30,1,8.517393171,8.537201968,6.341328627,0.083333,12,1,Big Spenders
8.634203407,1,7.807318889,7.210545152,7.008414762,8.714269604,1,0.571429,0.857143,0.571429,16,35,8.987321813,7.040276085,7.509689312,0,7,2,Inactive Customers
6.064151944,1,5.141663557,5.141663557,0,0,0.166667,0.166667,0,0,0,2,8.77971129,6.545205874,5.356515352,0,12,3,EMI Users
7.035887906,1,4.533351898,0,4.533351898,4.412913329,0.272727,0,0.181818,0.272727,3,3,7.090909822,5.877170353,6.0769299,0,11,1,Big Spenders
6.185606056,0.714286,6.867974409,6.867974409,0,6.278453882,0.142857,0.142857,0,0.285714,2,1,7.601402335,5.302493106,4.991810338,0,7,3,EMI Users
4.582917266,1,6.288527481,6.288527481,0,6.440639481,1,1,0,0.083333,3,12,7.313886832,7.034277035,5.226887834,0.916667,12,2,Inactive Customers
2.97343513,0.545455,4.470495283,0,4.470495283,0,0.333333,0,0.333333,0,0,4,7.601402335,5.586382411,5.184993589,0,12,3,EMI Users
4.341111693,1,7.019609664,0,7.019609664,0,1,0,1,0,0,16,8.517393171,6.967863671,5.217795523,1,12,0,Cash Advance Lovers
7.211675864,1,0,0,0,6.402750783,0,0,0,0.333333,11,0,7.313886832,5.752053647,5.978004268,0,12,1,Big Spenders
7.152699027,1,8.118722565,7.558871401,7.272433114,6.789555941,1,0.75,1,0.25,4,61,8.294299609,7.135329063,5.97148951,0.090909,12,2,Inactive Customers
7.021224176,1,4.904533763,4.904533763,0,5.599289753,0.166667,0.166667,0,0.25,3,3,7.090909822,6.059952641,5.774102777,0,12,1,Big Spenders
6.791322864,1,9.185319956,8.682327897,8.257421962,0,1,1,0.916667,0,0,115,8.412054873,9.038294281,5.336047691,0.666667,12,2,Inactive Customers
3.165269584,1,5.30915839,5.30915839,0,0,1,1,0,0,0,12,8.006700845,5.251774974,4.928508897,0.363636,12,3,EMI Users
4.031069616,0.909091,6.692393868,0,6.692393868,0,1,0,1,0,0,24,8.294299609,6.682970552,5.012428339,0.9,12,0,Cash Advance Lovers
6.072722093,1,4.862289953,4.862289953,0,0,0.083333,0.083333,0,0,0,1,8.466110401,5.483904369,5.697858912,0,12,3,EMI Users
8.196215401,1,6.166173871,0,6.166173871,7.399416727,0.833333,0,0.833333,0.416667,6,13,9.047939083,7.564753225,6.922800812,0,12,2,Inactive Customers
6.283628261,1,6.88548922,5.529627481,6.588830187,0,0.833333,0.666667,0.833333,0,0,18,8.853808275,6.611973967,5.47449124,0,12,2,Inactive Customers
8.201438594,1,7.746227162,7.746227162,0,0,0.916667,0.916667,0,0,0,12,8.412054873,7.483859498,7.042786366,0,12,2,Inactive Customers
2.596984777,0.909091,7.737795072,7.603394352,5.66787892,4.577910216,0.916667,0.916667,0.916667,0.083333,1,36,8.922791624,7.788226232,3.757809864,0,12,2,Inactive Customers
5.972557798,0.888889,4.406597289,4.406597289,0,7.961406735,0.111111,0.111111,0,0.333333,3,1,7.313886832,8.257470889,5.014727151,0.2,9,1,Big Spenders
8.631049226,1,0,0,0,8.146393335,0,0,0,0.416667,11,0,8.699681401,7.176939948,7.15142661,0,12,1,Big Spenders
5.485254978,1,8.163775793,7.458111183,7.483553705,0,0.916667,0.416667,0.75,0,0,37,8.77971129,8.260754879,5.242739152,0.545455,12,2,Inactive Customers
7.313909808,1,5.618406124,5.482512168,3.583518938,6.791652362,0.25,0.25,0.083333,0.25,4,6,8.006700845,6.216772421,5.871888445,0,12,1,Big Spenders
6.994134593,1,6.461702524,6.461702524,0,6.097327945,0.416667,0.416667,0,0.333333,5,11,8.006700845,7.000108429,5.604834322,0,12,1,Big Spenders
6.859888612,0.875,0,0,0,7.092849914,0,0,0,0.5,16,0,7.090909822,5.390909957,5.931858696,0,8,1,Big Spenders
6.841794176,0.636364,7.472449578,6.51174533,6.991094087,6.918381655,0.583333,0.166667,0.416667,0.166667,5,8,7.496097345,7.731972257,7.242263651,0,12,2,Inactive Customers
1.824052879,0.545455,4.234396318,0,4.234396318,0,0.5,0,0.5,0,0,6,8.294299609,4.84037049,4.588668997,0.5,12,3,EMI Users
8.620646908,1,0,0,0,7.71074441,0,0,0,0.333333,9,0,8.699681401,7.143863173,7.59048248,0,12,1,Big Spenders
4.365441699,1,6.069073526,0,6.069073526,0,1,0,0.875,0,0,8,6.908754779,5.83996748,4.696137622,0.333333,8,0,Cash Advance Lovers
5.42840387,1,5.354886718,5.354886718,0,0,0.083333,0.083333,0,0,0,1,8.160803921,5.690884469,5.181145527,0,12,3,EMI Users
3.75286508,1,5.361292166,5.361292166,0,0,0.083333,0.083333,0,0,0,1,7.090909822,6.393313155,3.87410718,0.083333,12,3,EMI Users
5.679024045,1,4.86753445,4.86753445,0,0,0.083333,0.083333,0,0,0,1,8.612685173,5.654580977,5.307502286,0,12,3,EMI Users
7.271688377,1,5.442157937,5.442157937,0,6.804820296,0.25,0.25,0,0.583333,10,4,7.496097345,6.665082464,5.97932271,0,12,1,Big Spenders
5.366934929,0.818182,7.838843979,5.917548864,7.680992858,0,0.833333,0.083333,0.75,0,0,17,8.699681401,7.740274939,5.04649711,0.666667,12,0,Cash Advance Lovers
7.632815521,1,5.39997102,5.39997102,0,7.730108075,0.083333,0.083333,0,0.666667,11,1,7.824445931,6.152058099,6.093460197,0,12,1,Big Spenders
2.68443269,0.363636,4.868764463,4.868764463,0,0,0.166667,0.166667,0,0,0,2,9.615872145,5.930548763,4.917247068,1,12,3,EMI Users
9.045344349,1,8.484438568,7.988373304,7.546118871,5.670287058,1,0.333333,0.916667,0.083333,1,36,9.648659817,8.21520774,7.935721034,0,12,2,Inactive Customers
7.01929982,1,5.484796933,5.484796933,0,0,0.166667,0.166667,0,0,0,9,7.090909822,5.90681166,6.92863523,0,12,3,EMI Users
5.297392824,1,5.515442846,0,5.515442846,0,0.166667,0,0.166667,0,0,3,8.294299609,5.65076299,5.522803312,0,12,3,EMI Users
6.160401681,1,8.43974179,7.997999318,7.41056486,5.724424743,1,0.833333,1,0.166667,2,67,8.243019469,8.423076311,5.18097826,1,12,2,Inactive Customers
7.336393661,1,0,0,0,6.455668697,0,0,0,0.583333,11,0,7.496097345,6.525454861,6.087499151,0,12,1,Big Spenders
7.64681795,1,0,0,0,4.914536636,0,0,0,0.333333,2,0,7.824445931,5.622848054,5.386443645,0,6,1,Big Spenders
7.019246578,1,5.212977319,5.212977319,0,4.705923335,0.333333,0.333333,0,0.083333,1,4,7.313886832,5.723006366,5.854170631,0,12,3,EMI Users
7.604735499,1,4.811615088,4.37964881,3.786913194,8.13152915,0.7,0.2,0.6,0.8,21,9,8.294299609,5.93090155,6.024401922,0,10,1,Big Spenders
5.532263218,0.909091,7.909614347,7.464870801,6.886235378,0,0.75,0.75,0.583333,0,0,32,7.090909822,7.680790227,5.128274965,0.777778,12,2,Inactive Customers
8.112432965,1,0,0,0,8.135180173,0,0,0,0.25,16,0,8.699681401,6.527316561,7.062889254,0,12,1,Big Spenders
7.533439018,1,3.363495514,3.363495514,0,3.891797298,0.083333,0.083333,0,0.083333,1,2,7.601402335,6.090647461,6.250198986,0,12,1,Big Spenders
6.908989555,1,4.387138547,4.387138547,0,0,0.166667,0.166667,0,0,0,2,8.77971129,6.767777085,5.580971504,0,12,3,EMI Users
6.954593314,1,6.224558429,0,6.224558429,0,1,0,1,0,0,12,6.908754779,6.63392535,6.741536743,0,12,0,Cash Advance Lovers
7.514003637,1,7.17991754,6.982083227,5.466539999,0,0.75,0.5,0.416667,0,0,30,7.824445931,5.953810168,6.482760342,0,12,2,Inactive Customers
4.100293333,0.454545,6.413131035,6.413131035,0,0,0.333333,0.333333,0,0,0,6,8.699681401,7.334422183,4.904644335,1,12,3,EMI Users
3.89321347,0.7,6.67086771,6.107022888,5.832117054,0,0.8,0.2,0.5,0,0,10,9.472781557,6.537275991,4.461401265,0.555556,10,0,Cash Advance Lovers
6.348539285,1,6.857924073,6.294084492,6.018666205,5.832787839,0.833333,0.416667,0.333333,0.166667,2,16,8.294299609,6.311158827,5.543773084,0,12,2,Inactive Customers
8.992399815,1,0,0,0,8.160899338,0,0,0,0.333333,21,0,9.392745259,7.904880611,7.623424246,0,12,1,Big Spenders
7.023268995,1,5.395444077,4.454347296,4.90823336,0,0.666667,0.083333,0.666667,0,0,9,7.090909822,6.384750533,6.618288042,0,12,0,Cash Advance Lovers
7.064625689,0.454545,7.178781917,7.178781917,0,7.315227917,0.083333,0.083333,0,0.083333,5,1,8.160803921,5.612476971,7.113152776,0,12,3,EMI Users
9.441247464,1,0,0,0,8.087412885,0,0,0,0.083333,6,0,9.546884035,8.017171549,7.988708616,0,12,1,Big Spenders
6.909684889,1,0,0,0,5.92746044,0,0,0,0.083333,1,0,7.090909822,5.720433936,5.676580424,0,12,1,Big Spenders
2.44791948,0.545455,5.48583374,5.48583374,0,0,0.5,0.5,0,0,0,8,7.901377354,6.154520491,4.710683599,1,12,3,EMI Users
2.64460193,0.454545,4.25561271,4.25561271,0,0,0.083333,0.083333,0,0,0,1,5.993961427,4.597897685,4.151504349,0.1,12,3,EMI Users
7.970023903,1,6.331946591,6.331946591,0,7.597272931,0.5,0.5,0,0.666667,12,6,8.94910547,6.394701986,6.870466274,0,12,1,Big Spenders
7.514221941,1,7.51789578,6.819131694,6.831414046,0,0.583333,0.416667,0.416667,0,0,35,8.517393171,6.171228532,6.402547252,0,12,2,Inactive Customers
2.688754497,0.636364,6.224716833,4.93375425,5.905852191,0,0.583333,0.083333,0.5,0,0,11,8.412054873,6.108408366,4.345235334,0.4,12,3,EMI Users
4.861779151,0.818182,7.008505182,0,7.008505182,0,0.75,0,0.666667,0,0,14,7.824445931,7.11097748,4.897590739,0.636364,12,0,Cash Advance Lovers
6.38127876,0.909091,8.764011081,8.764011081,0,5.607164252,0.583333,0.583333,0,0.083333,1,18,9.25922577,8.915271862,5.216233963,1,12,2,Inactive Customers
2.855286287,0.454545,5.188223444,0,5.188223444,0,0.25,0,0.25,0,0,3,8.517393171,5.439714354,4.506606762,0.181818,12,3,EMI Users
6.201047137,1,6.053264948,0,6.053264948,0,0.25,0,0.25,0,0,3,8.294299609,4.963710318,5.68220719,0,12,0,Cash Advance Lovers
8.148939514,1,0,0,0,9.092376766,0,0,0,0.5,10,0,8.699681401,8.746126687,6.624301377,0.1,10,1,Big Spenders
8.097486183,1,7.948554822,7.075977911,7.408094108,7.440794276,1,0.083333,1,0.166667,3,37,9.047939083,8.885411471,6.754355893,0.166667,12,2,Inactive Customers
7.458746838,1,5.003677814,0,5.003677814,0,0.333333,0,0.333333,0,0,8,7.550135342,6.265931353,6.509251371,0,12,0,Cash Advance Lovers
6.360095584,1,8.217111899,7.98681091,6.637113853,5.315243203,1,1,1,0.166667,2,35,8.517393171,8.335605764,5.218921175,0.166667,12,2,Inactive Customers
3.02278488,0.727273,5.58934384,4.442651256,5.21254159,0,0.666667,0.083333,0.583333,0,0,9,8.412054873,5.982026365,5.302712404,0.857143,12,0,Cash Advance Lovers
4.332210144,1,0,0,0,5.686490205,0,0,0,0.083333,1,0,8.853808275,5.931296748,4.575075448,0,12,1,Big Spenders
6.043143862,1,7.427798292,6.72838935,6.742054823,0,0.916667,0.5,0.833333,0,0,20,7.783640596,6.632322069,5.056894149,0.181818,12,2,Inactive Customers
7.242654968,1,5.354792213,5.354792213,0,0,0.166667,0.166667,0,0,0,3,7.313886832,6.557653125,6.093834378,0,12,3,EMI Users
3.494827727,1,6.013739606,6.013739606,0,0,1,1,0,0,0,12,8.922791624,6.935771132,5.172880683,0.909091,12,2,Inactive Customers
8.647340314,1,7.200215916,7.200215916,0,0,1,1,0,0,0,13,9.159152335,7.47021758,7.163925181,0,12,2,Inactive Customers
7.592926727,1,7.021583839,7.021583839,0,8.627639455,0.333333,0.333333,0,0.416667,9,13,8.853808275,8.838340913,6.149340635,0,12,1,Big Spenders
6.196763928,1,0,0,0,7.162498323,0,0,0,0.583333,13,0,7.090909822,5.840563762,5.220185432,0,12,1,Big Spenders
5.72722269,0.454545,0,0,0,6.900564868,0,0,0,0.083333,1,0,7.090909822,7.884071632,5.054217623,0.2,12,3,EMI Users
7.602105425,1,8.47519342,7.032112215,8.206018653,0,1,0.083333,1,0,0,68,7.901377354,6.474517467,8.439132656,0,12,2,Inactive Customers
2.432411844,0.818182,5.150976779,0,5.150976779,0,1,0,1,0,0,12,8.294299609,5.132088706,4.422007215,0.454545,12,0,Cash Advance Lovers
6.075411293,0.636364,0,0,0,6.907746719,0,0,0,0.166667,2,0,7.496097345,5.078750517,4.819497105,0.083333,12,1,Big Spenders
6.989537045,0.909091,0,0,0,7.455925539,0,0,0,0.083333,4,0,7.601402335,7.693672766,5.906467544,0.111111,12,1,Big Spenders
4.386341176,1,6.810693566,0,6.810693566,0,1,0,0.916667,0,0,12,8.699681401,6.827994996,5.202663835,0.916667,12,0,Cash Advance Lovers
1.353808875,0.181818,3.63758616,3.63758616,0,0,0.083333,0.083333,0,0,0,1,8.006700845,5.366287523,4.421842075,0,12,3,EMI Users
7.60380647,1,9.940221522,9.473325213,8.954321036,0,1,1,1,0,0,95,9.210440367,9.741345593,6.020537962,1,12,2,Inactive Customers
8.457515932,1,7.387257404,7.085114544,6.045502821,6.378527398,0.916667,0.916667,0.75,0.083333,1,56,8.922791624,7.152298065,7.09709673,0,12,2,Inactive Customers
6.277800078,1,8.070036961,7.649678338,7.001473283,0,1,0.833333,0.916667,0,0,44,8.294299609,8.176794216,5.670095228,0.166667,12,2,Inactive Customers
6.925680212,1,0,0,0,6.954267894,0,0,0,0.166667,3,0,8.160803921,7.985487822,5.738060667,0.083333,12,1,Big Spenders
7.798869265,1,7.881899738,7.822444729,5.036303041,0,0.833333,0.75,0.166667,0,0,17,9.105090961,8.943621796,6.784653602,0,12,2,Inactive Customers
7.266275309,1,7.025173804,5.891644212,6.638030996,0,1,0.166667,1,0,0,41,8.517393171,6.33278256,6.085912837,0,12,2,Inactive Customers
5.473923907,1,7.167014728,0,7.167014728,5.73075342,1,0,0.916667,0.25,3,16,7.824445931,7.002202575,5.119116852,0.166667,12,0,Cash Advance Lovers
6.462608744,1,6.858617554,6.667020404,5.117993812,0,0.5,0.5,0.083333,0,0,8,7.863651265,6.542908311,5.433525639,0,12,3,EMI Users
6.514889117,1,8.054284335,6.10946978,7.900321632,0,1,0.333333,1,0,0,93,8.294299609,7.864445105,5.247827597,0,12,2,Inactive Customers
6.957277133,1,5.151266424,4.025351691,4.767714115,0,0.416667,0.083333,0.333333,0,0,6,7.090909822,5.551792113,5.9471232,0,12,0,Cash Advance Lovers
6.777464301,1,5.002737522,0,5.002737522,6.665975732,0.25,0,0.25,0.083333,1,3,6.908754779,5.82544761,5.875266315,0,12,1,Big Spenders
3.492579523,0.818182,5.267445703,4.946629964,3.993049844,0,0.166667,0.083333,0.083333,0,0,2,8.612685173,6.728183053,4.536472285,0.090909,12,3,EMI Users
8.503541046,1,0,0,0,7.236231517,0,0,0,0.25,4,0,8.77971129,6.927044397,7.428978978,0,12,1,Big Spenders
8.655491513,1,9.01424276,9.01424276,0,0,0.75,0.75,0,0,0,17,9.392745259,8.107497208,7.199818134,0,12,2,Inactive Customers
5.557691415,1,7.780069045,7.093554116,7.081086544,3.92019905,1,0.666667,1,0.083333,1,32,8.517393171,7.839064925,5.355502943,0.333333,12,2,Inactive Customers
8.646020213,0.909091,5.183747912,5.183747912,0,0,0.090909,0.090909,0,0,0,1,8.987321813,7.482560327,7.453178179,0,11,1,Big Spenders
8.515009556,1,9.057456057,8.442866118,8.279303955,5.422625746,1,0.666667,1,0.083333,1,94,9.25922577,7.36066552,7.034153503,0,12,2,Inactive Customers
4.447087672,1,5.602118821,0,5.602118821,0,1,0,0.916667,0,0,12,7.090909822,5.735599237,5.174912527,0,12,0,Cash Advance Lovers
7.119016627,1,6.390156771,6.236271738,4.454347296,9.022658178,0.333333,0.25,0.083333,0.416667,10,5,8.517393171,9.172767922,5.911584911,0.333333,12,1,Big Spenders
6.838261629,1,0,0,0,6.481760128,0,0,0,0.25,3,0,8.216358332,5.528325225,5.535838448,0,12,1,Big Spenders
7.156906529,1,3.784189634,3.784189634,0,0,0.083333,0.083333,0,0,0,1,7.313886832,5.701333592,5.664330746,0,12,3,EMI Users
6.941008663,1,6.903817536,6.693410406,5.247024072,6.320828645,0.666667,0.166667,0.5,0.25,4,11,7.244941546,5.899876438,5.833548739,0,12,2,Inactive Customers
6.273660418,0.5,0,0,0,7.251379523,0,0,0,0.25,4,0,7.313886832,7.257472958,4.097165147,0.142857,8,1,Big Spenders
8.674397416,1,5.978556597,0,5.978556597,0,0.25,0,0.25,0,0,8,8.699681401,7.338091334,7.889586833,0,12,1,Big Spenders
1.911261619,0.181818,4.33073334,4.33073334,0,0,0.083333,0.083333,0,0,0,2,8.131824785,5.672437029,4.880922377,0,12,3,EMI Users
3.555843396,0.272727,6.20576915,6.20576915,0,0,0.083333,0.083333,0,0,0,1,8.294299609,6.125324636,3.002307857,0,12,3,EMI Users
4.410505752,0.727273,6.748032437,6.748032437,0,0,0.416667,0.416667,0,0,0,6,9.047939083,6.872827967,4.277963458,0.25,12,3,EMI Users
5.035382812,0.727273,5.624017506,4.406719247,5.278114659,0,0.25,0.083333,0.083333,0,0,3,7.090909822,7.183570587,4.893721151,0.142857,12,3,EMI Users
8.943792264,1,0,0,0,7.587041669,0,0,0,0.333333,7,0,8.987321813,7.549005906,7.905398263,0,12,1,Big Spenders
